"tax_id","parent_id","rank","tax_name","root","below_root","superkingdom","below_superkingdom","below_below_superkingdom","phylum","subphylum","class","below_class","order","below_order","below_below_order","family","below_family","genus","below_genus","species_group","species_subgroup","species","below_species","below_below_species","subspecies","below_subspecies"
"1585976","59735","species","Bergeyella cardium","1","131567","2","1783270","68336","976","","117743","","200644","","","49546","","59735","","","","1585976","","","",""
"1015","59735","species","Bergeyella zoohelcum","1","131567","2","1783270","68336","976","","117743","","200644","","","49546","","59735","","","","1015","","","",""
"1683","1678","species","Bifidobacterium angulatum","1","131567","2","1783272","","201174","","1760","","85004","","","31953","","1678","","","","1683","","","",""
"28025","1678","species","Bifidobacterium animalis","1","131567","2","1783272","","201174","","1760","","85004","","","31953","","1678","","","","28025","","","",""
"1685","1678","species","Bifidobacterium breve","1","131567","2","1783272","","201174","","1760","","85004","","","31953","","1678","","","","1685","","","",""
"1691","1678","species","Bifidobacterium indicum","1","131567","2","1783272","","201174","","1760","","85004","","","31953","","1678","","","","1691","","","",""
"630129","1678","species","Bifidobacterium kashiwanohense","1","131567","2","1783272","","201174","","1760","","85004","","","31953","","1678","","","","630129","","","",""
"216816","1678","species","Bifidobacterium longum","1","131567","2","1783272","","201174","","1760","","85004","","","31953","","1678","","","","216816","","","",""
"53443","572511","species","Blautia hydrogenotrophica","1","131567","2","1783272","","1239","","186801","","186802","","","186803","","572511","","","","53443","","","",""
"89014","572511","species","Blautia luti","1","131567","2","1783272","","1239","","186801","","186802","","","186803","","572511","","","","89014","","","",""
"40520","572511","species","Blautia obeum","1","131567","2","1783272","","1239","","186801","","186802","","","186803","","572511","","","","40520","","","",""
"33035","572511","species","Blautia producta","1","131567","2","1783272","","1239","","186801","","186802","","","186803","","572511","","","","33035","","","",""
"576927","1696","species","Brevibacterium massiliense","1","131567","2","1783272","","201174","","1760","","85006","","","85019","","1696","","","","576927","","","",""
"170994","1696","species","Brevibacterium paucivorans","1","131567","2","1783272","","201174","","1760","","85006","","","85019","","1696","","","","170994","","","",""
"479117","1696","species","Brevibacterium ravenspurgense","1","131567","2","1783272","","201174","","1760","","85006","","","85019","","1696","","","","479117","","","",""
"76517","194","species","Campylobacter hominis","1","131567","2","","","1224","68525","29547","","213849","","","72294","","194","","","","76517","","","",""
"827","194","species","Campylobacter ureolyticus","1","131567","2","","","1224","68525","29547","","213849","","","72294","","194","","","","827","","","",""
"tm7vag_s","tm7vag_g","species","Candidate Division TM7 vaginal (species)","1","131567","2","2323","1783234","95818","","tm7vag_c","","tm7vag_o","","","tm7vag_f","","tm7vag_g","","","","tm7vag_s","","","",""
"1318617","2093","species","Candidatus Mycoplasma girerdii","1","131567","2","1783272","","544448","","31969","","2085","","","2092","","2093","","","","1318617","","","",""
"337315","162289","species","Candidatus Peptoniphilus massiliensis","1","131567","2","1783272","","1239","","1737404","","1737405","","","1570339","","162289","","","","337315","","","",""
"270498","270497","species","Catabacter hongkongensis","1","131567","2","1783272","","1239","","186801","","186802","","","424536","","270497","","","","270498","","","",""
"69396","75","species","Caulobacter fusiformis","1","131567","2","","","1224","","28211","","204458","","","76892","","75","","","","69396","","","",""
"400775","75","species","Caulobacter ginsengisoli","1","131567","2","","","1224","","28211","","204458","","","76892","","75","","","","400775","","","",""
"69395","75","species","Caulobacter henricii","1","131567","2","","","1224","","28211","","204458","","","76892","","75","","","","69395","","","",""
"69666","75","species","Caulobacter mirabilis","1","131567","2","","","1224","","28211","","204458","","","76892","","75","","","","69666","","","",""
"1380046","75","species","Caulobacter profundus","1","131567","2","","","1224","","28211","","204458","","","76892","","75","","","","1380046","","","",""
"155892","75","species","Caulobacter vibrioides","1","131567","2","","","1224","","28211","","204458","","","76892","","75","","","","155892","","","",""
"1457141","810","species","Chlamydia avium","1","131567","2","1783257","","204428","","204429","","51291","","","809","1113537","810","","","","1457141","","","",""
"83560","810","species","Chlamydia muridarum","1","131567","2","1783257","","204428","","204429","","51291","","","809","1113537","810","","","","83560","","","",""
"85991","810","species","Chlamydia pecorum","1","131567","2","1783257","","204428","","204429","","51291","","","809","1113537","810","","","","85991","","","",""
"83558","810","species","Chlamydia pneumoniae","1","131567","2","1783257","","204428","","204429","","51291","","","809","1113537","810","","","","83558","","","",""
"83554","810","species","Chlamydia psittaci","1","131567","2","1783257","","204428","","204429","","51291","","","809","1113537","810","","","","83554","","","",""
"813","810","species","Chlamydia trachomatis","1","131567","2","1783257","","204428","","204429","","51291","","","809","1113537","810","","","","813","","","",""
"38286","1716","species","Corynebacterium afermentans","1","131567","2","1783272","","201174","","1760","","85007","","","1653","","1716","","","","38286","","","",""
"191610","1716","species","Corynebacterium atypicum","1","131567","2","1783272","","201174","","1760","","85007","","","1653","","1716","","","","191610","","","",""
"53374","1716","species","Corynebacterium coyleae","1","131567","2","1783272","","201174","","1760","","85007","","","1653","","1716","","","","53374","","","",""
"61592","1716","species","Corynebacterium durum","1","131567","2","1783272","","201174","","1760","","85007","","","1653","","1716","","","","61592","","","",""
"108486","1716","species","Corynebacterium falsenii","1","131567","2","1783272","","201174","","1760","","85007","","","1653","","1716","","","","108486","","","",""
"28028","1716","species","Corynebacterium flavescens","1","131567","2","1783272","","201174","","1760","","85007","","","1653","","1716","","","","28028","","","",""
"556548","1716","species","Corynebacterium freiburgense","1","131567","2","1783272","","201174","","1760","","85007","","","1653","","1716","","","","556548","","","",""
"38288","1716","species","Corynebacterium genitalium","1","131567","2","1783272","","201174","","1760","","85007","","","1653","","1716","","","","38288","","","",""
"156978","1716","species","Corynebacterium imitans","1","131567","2","1783272","","201174","","1760","","85007","","","1653","","1716","","","","156978","","","",""
"38289","1716","species","Corynebacterium jeikeium","1","131567","2","1783272","","201174","","1760","","85007","","","1653","","1716","","","","38289","","","",""
"38301","1716","species","Corynebacterium minutissimum","1","131567","2","1783272","","201174","","1760","","85007","","","1653","","1716","","","","38301","","","",""
"57171","1716","species","Corynebacterium mucifaciens","1","131567","2","1783272","","201174","","1760","","85007","","","1653","","1716","","","","57171","","","",""
"38302","1716","species","Corynebacterium mycetoides","1","131567","2","1783272","","201174","","1760","","85007","","","1653","","1716","","","","38302","","","",""
"1288393","1716","species","Corynebacterium pilbarense","1","131567","2","1783272","","201174","","1760","","85007","","","1653","","1716","","","","1288393","","","",""
"38303","1716","species","Corynebacterium pseudogenitalium","1","131567","2","1783272","","201174","","1760","","85007","","","1653","","1716","","","","38303","","","",""
"598660","1716","species","Corynebacterium pyruviciproducens","1","131567","2","1783272","","201174","","1760","","85007","","","1653","","1716","","","","598660","","","",""
"258224","1716","species","Corynebacterium resistens","1","131567","2","1783272","","201174","","1760","","85007","","","1653","","1716","","","","258224","","","",""
"156976","1716","species","Corynebacterium riegelii","1","131567","2","1783272","","201174","","1760","","85007","","","1653","","1716","","","","156976","","","",""
"161899","1716","species","Corynebacterium singulare","1","131567","2","1783272","","201174","","1760","","85007","","","1653","","1716","","","","161899","","","",""
"185761","1716","species","Corynebacterium spheniscorum","1","131567","2","1783272","","201174","","1760","","85007","","","1653","","1716","","","","185761","","","",""
"38304","1716","species","Corynebacterium tuberculostearicum","1","131567","2","1783272","","201174","","1760","","85007","","","1653","","1716","","","","38304","","","",""
"302449","1716","species","Corynebacterium tuscaniense","1","131567","2","1783272","","201174","","1760","","85007","","","1653","","1716","","","","302449","","","",""
"558537","80865","species","Delftia lacustris","1","131567","2","","","1224","","28216","","80840","","","80864","","80865","","","","558537","","","",""
"180282","80865","species","Delftia tsuruhatensis","1","131567","2","","","1224","","28216","","80840","","","80864","","80865","","","","180282","","","",""
"36740","36739","species","Dermabacter hominis","1","131567","2","1783272","","201174","","1760","","85006","","","85020","","36739","","","","36740","","","",""
"309120","39948","species","Dialister micraerophilus","1","131567","2","1783272","","1239","","909932","","1843489","","","31977","","39948","","","","309120","","","",""
"308994","39948","species","Dialister propionicifaciens","1","131567","2","1783272","","1239","","909932","","1843489","","","31977","","39948","","","","308994","","","",""
"39948_2","39948","species","Dialister sp. type 2","1","131567","2","1783272","","1239","","909932","","1843489","","","31977","","39948","","","","39948_2","","","",""
"84112","84111","species","Eggerthella lenta","1","131567","2","1783272","","201174","","84998","","1643822","","","1643826","","84111","","","","84112","","","",""
"242230","84111","species","Eggerthella sinensis","1","131567","2","1783272","","201174","","84998","","1643822","","","1643826","","84111","","","","242230","","","",""
"84111_1","84111","species","Eggerthella sp. type 1","1","131567","2","1783272","","201174","","84998","","1643822","","","1643826","","84111","","","","84111_1","","","",""
"1464038","1582879","species","Ezakiella peruensis","1","131567","2","1783272","","1239","","1737404","1737407","","","","","","1582879","","","","1464038","","","",""
"178214","66831","species","Facklamia hominis","1","131567","2","1783272","","1239","","91061","","186826","","","186827","","66831","","","","178214","","","",""
"137730","66831","species","Facklamia ignava","1","131567","2","1783272","","1239","","91061","","186826","","","186827","","66831","","","","137730","","","",""
"82347","66831","species","Facklamia languida","1","131567","2","1783272","","1239","","91061","","186826","","","186827","","66831","","","","82347","","","",""
"120956","66831","species","Facklamia miroungae","1","131567","2","1783272","","1239","","91061","","186826","","","186827","","66831","","","","120956","","","",""
"87650","66831","species","Facklamia sourekii","1","131567","2","1783272","","1239","","91061","","186826","","","186827","","66831","","","","87650","","","",""
"87458","66831","species","Facklamia tabacinasalis","1","131567","2","1783272","","1239","","91061","","186826","","","186827","","66831","","","","87458","","","",""
"1260","150022","species","Finegoldia magna","1","131567","2","1783272","","1239","","1737404","","1737405","","","1570339","","150022","","","","1260","","","",""
"849","848","species","Fusobacterium gonidiaformans","1","131567","2","","","32066","","203490","","203491","","","203492","","848","","","","849","","","",""
"851","848","species","Fusobacterium nucleatum","1","131567","2","","","32066","","203490","","203491","","","203492","","848","","","","851","","","",""
"2702","2701","species","Gardnerella vaginalis","1","131567","2","1783272","","201174","","1760","","85004","","","31953","","2701","","","","2702","","","",""
"502393","1378","species","Gemella asaccharolytica","1","131567","2","1783272","","1239","","91061","","1385","539002","539738","","","1378","","","","502393","","","",""
"1379","1378","species","Gemella haemolysans","1","131567","2","1783272","","1239","","91061","","1385","539002","539738","","","1378","","","","1379","","","",""
"84135","1378","species","Gemella sanguinis","1","131567","2","1783272","","1239","","91061","","1385","539002","539738","","","1378","","","","84135","","","",""
"46124","117563","species","Granulicatella adiacens","1","131567","2","1783272","","1239","","91061","","186826","","","186828","","117563","","","","46124","","","",""
"137733","117563","species","Granulicatella balaenopterae","1","131567","2","1783272","","1239","","91061","","186826","","","186828","","117563","","","","137733","","","",""
"137732","117563","species","Granulicatella elegans","1","131567","2","1783272","","1239","","91061","","186826","","","186828","","117563","","","","137732","","","",""
"321195","117563","species","Granulicatella para-adiacens","1","131567","2","1783272","","1239","","91061","","186826","","","186828","","117563","","","","321195","","","",""
"726","724","species","Haemophilus haemolyticus","1","131567","2","","","1224","","1236","","135625","","","712","","724","","","","726","","","",""
"727","724","species","Haemophilus influenzae","1","131567","2","","","1224","","1236","","135625","","","712","","724","","","","727","","","",""
"729","724","species","Haemophilus parainfluenzae","1","131567","2","","","1224","","1236","","135625","","","712","","724","","","","729","","","",""
"249188","724","species","Haemophilus pittmaniae","1","131567","2","","","1224","","1236","","135625","","","712","","724","","","","249188","","","",""
"521392","1161125","species","Helcobacillus massiliensis","1","131567","2","1783272","","201174","","1760","","85006","","","85020","","1161125","","","","521392","","","",""
"40091","31983","species","Helcococcus kunzii","1","131567","2","1783272","","1239","","1737404","","1737405","","","1570339","","31983","","","","40091","","","",""
"72026","31983","species","Helcococcus ovis","1","131567","2","1783272","","1239","","1737404","","1737405","","","1570339","","31983","","","","72026","","","",""
"1441821","31983","species","Helcococcus seattlensis","1","131567","2","1783272","","1239","","1737404","","1737405","","","1570339","","31983","","","","1441821","","","",""
"241555","31983","species","Helcococcus sueciensis","1","131567","2","1783272","","1239","","1737404","","1737405","","","1570339","","31983","","","","241555","","","",""
"375926","209","species","Helicobacter anseris","1","131567","2","","","1224","68525","29547","","213849","","","72293","","209","","","","375926","","","",""
"138563","209","species","Helicobacter cetorum","1","131567","2","","","1224","68525","29547","","213849","","","72293","","209","","","","138563","","","",""
"37923","57493","species","Kocuria kristinae","1","131567","2","1783272","","201174","","1760","","85006","","","1268","","57493","","","","37923","","","",""
"223184","57493","species","Kocuria marina","1","131567","2","1783272","","201174","","1760","","85006","","","1268","","57493","","","","223184","","","",""
"71999","57493","species","Kocuria palustris","1","131567","2","1783272","","201174","","1760","","85006","","","1268","","57493","","","","71999","","","",""
"72000","57493","species","Kocuria rhizophila","1","131567","2","1783272","","201174","","1760","","85006","","","1268","","57493","","","","72000","","","",""
"1275","57493","species","Kocuria rosea","1","131567","2","1783272","","201174","","1760","","85006","","","1268","","57493","","","","1275","","","",""
"979627","1164882","species","Lachnoanaerobaculum orale","1","131567","2","1783272","","1239","","186801","","186802","","","186803","","1164882","","","","979627","","","",""
"467210","1164882","species","Lachnoanaerobaculum saburreum","1","131567","2","1783272","","1239","","186801","","186802","","","186803","","1164882","","","","467210","","","",""
"617123","1164882","species","Lachnoanaerobaculum umeaense","1","131567","2","1783272","","1239","","186801","","186802","","","186803","","1164882","","","","617123","","","",""
"230135","186928","species","Lachnospiraceae genomosp. C1","1","131567","2","1783272","","1239","","186801","","186802","","","186803","186928","","","","","230135","","","",""
"1579","1578","species","Lactobacillus acidophilus","1","131567","2","1783272","","1239","","91061","","186826","","","33958","","1578","","","","1579","","","",""
"47770","1578","species","Lactobacillus crispatus","1","131567","2","1783272","","1239","","91061","","186826","","","33958","","1578","","","","47770","","","",""
"88164","1578","species","Lactobacillus fornicalis","1","131567","2","1783272","","1239","","91061","","186826","","","33958","","1578","","","","88164","","","",""
"1596","1578","species","Lactobacillus gasseri","1","131567","2","1783272","","1239","","91061","","186826","","","33958","","1578","","","","1596","","","",""
"1587","1578","species","Lactobacillus helveticus","1","131567","2","1783272","","1239","","91061","","186826","","","33958","","1578","","","","1587","","","",""
"147802","1578","species","Lactobacillus iners","1","131567","2","1783272","","1239","","91061","","186826","","","33958","","1578","","","","147802","","","",""
"109790","1578","species","Lactobacillus jensenii","1","131567","2","1783272","","1239","","91061","","186826","","","33958","","1578","","","","109790","","","",""
"33959","1578","species","Lactobacillus johnsonii","1","131567","2","1783272","","1239","","91061","","186826","","","33958","","1578","","","","33959","","","",""
"1623","1578","species","Lactobacillus ruminis","1","131567","2","1783272","","1239","","91061","","186826","","","33958","","1578","","","","1623","","","",""
"1624","1578","species","Lactobacillus salivarius","1","131567","2","1783272","","1239","","91061","","186826","","","33958","","1578","","","","1624","","","",""
"554406","32067","species","Leptotrichia hongkongensis","1","131567","2","","","32066","","203490","","203491","","","1129771","","32067","","","","554406","","","",""
"109328","32067","species","Leptotrichia trevisanii","1","131567","2","","","32066","","203490","","203491","","","1129771","","32067","","","","109328","","","",""
"884684","1637257","species","Mageeibacillus indolicus","1","131567","2","1783272","","1239","","186801","","186802","","","541000","","1637257","","","","884684","","","",""
"85402","75984","species","Mannheimia granulomatis","1","131567","2","","","1224","","1236","","135625","","","712","","75984","","","","85402","","","",""
"75985","75984","species","Mannheimia haemolytica","1","131567","2","","","1224","","1236","","135625","","","712","","75984","","","","75985","","","",""
"85403","75984","species","Mannheimia ruminalis","1","131567","2","","","1224","","1236","","135625","","","712","","75984","","","","85403","","","",""
"85404","75984","species","Mannheimia varigena","1","131567","2","","","1224","","1236","","135625","","","712","","75984","","","","85404","","","",""
"907","906","species","Megasphaera elsdenii","1","131567","2","1783272","","1239","","909932","","1843489","","","31977","","906","","","","907","","","",""
"699192","906","species","Megasphaera genomosp. type_1","1","131567","2","1783272","","1239","","909932","","1843489","","","31977","","906","","","","699192","","","",""
"159836","906","species","Megasphaera hominis","1","131567","2","1783272","","1239","","909932","","1843489","","","31977","","906","","","","159836","","","",""
"187326","906","species","Megasphaera micronuciformis","1","131567","2","1783272","","1239","","909932","","1843489","","","31977","","906","","","","187326","","","",""
"349095","906","species","Megasphaera paucivorans","1","131567","2","1783272","","1239","","909932","","1843489","","","31977","","906","","","","349095","","","",""
"906_2","906","species","Megasphaera sp. type 2","1","131567","2","1783272","","1239","","909932","","1843489","","","31977","","906","","","","906_2","","","",""
"2051","2050","species","Mobiluncus curtisii","1","131567","2","1783272","","201174","","1760","","2037","","","2049","","2050","","","","2051","","","",""
"2052","2050","species","Mobiluncus mulieris","1","131567","2","1783272","","201174","","1760","","2037","","","2049","","2050","","","","2052","","","",""
"36809","670506","species","Mycobacterium abscessus","1","131567","2","1783272","","201174","","1760","","85007","","","1762","","1763","","670516","670506","36809","","","",""
"1774","670516","species","Mycobacterium chelonae","1","131567","2","1783272","","201174","","1760","","85007","","","1762","","1763","","670516","","1774","","","",""
"2097","2093","species","Mycoplasma genitalium","1","131567","2","1783272","","544448","","31969","","2085","","","2092","","2093","","","","2097","","","",""
"2098","2093","species","Mycoplasma hominis","1","131567","2","1783272","","544448","","31969","","2085","","","2092","","2093","","","","2098","","","",""
"620903","909928","species","Negativicoccus succinicivorans","1","131567","2","1783272","","1239","","909932","","1843489","","","31977","","909928","","","","620903","","","",""
"483","482","species","Neisseria cinerea","1","131567","2","","","1224","","28216","","206351","","","481","","482","","","","483","","","",""
"34026","482","species","Neisseria flava","1","131567","2","","","1224","","28216","","206351","","","481","","482","","","","34026","","","",""
"496","482","species","Neisseria macacae","1","131567","2","","","1224","","28216","","206351","","","481","","482","","","","496","","","",""
"487","482","species","Neisseria meningitidis","1","131567","2","","","1224","","28216","","206351","","","481","","482","","","","487","","","",""
"488","482","species","Neisseria mucosa","1","131567","2","","","1224","","28216","","206351","","","481","","482","","","","488","","","",""
"33033","543311","species","Parvimonas micra","1","131567","2","1783272","","1239","","1737404","","1737405","","","1570339","","543311","","","","33033","","","",""
"2741","2740","species","Peptococcus niger","1","131567","2","1783272","","1239","","186801","","186802","","","186807","","2740","","","","2741","","","",""
"1258","162289","species","Peptoniphilus asaccharolyticus","1","131567","2","1783272","","1239","","1737404","","1737405","","","1570339","","162289","","","","1258","","","",""
"755172","162289","species","Peptoniphilus coxii","1","131567","2","1783272","","1239","","1737404","","1737405","","","1570339","","162289","","","","755172","","","",""
"507750","162289","species","Peptoniphilus duerdenii","1","131567","2","1783272","","1239","","1737404","","1737405","","","1570339","","162289","","","","507750","","","",""
"1465756","162289","species","Peptoniphilus grossensis","1","131567","2","1783272","","1239","","1737404","","1737405","","","1570339","","162289","","","","1465756","","","",""
"54005","162289","species","Peptoniphilus harei","1","131567","2","1783272","","1239","","1737404","","1737405","","","1570339","","162289","","","","54005","","","",""
"33031","162289","species","Peptoniphilus lacrimalis","1","131567","2","1783272","","1239","","1737404","","1737405","","","1570339","","162289","","","","33031","","","",""
"755171","162289","species","Peptoniphilus tyrrelliae","1","131567","2","1783272","","1239","","1737404","","1737405","","","1570339","","162289","","","","755171","","","",""
"1261","1257","species","Peptostreptococcus anaerobius","1","131567","2","1783272","","1239","","186801","","186802","","","186804","","1257","","","","1261","","","",""
"1159213","1257","species","Peptostreptococcus canis","1","131567","2","1783272","","1239","","186801","","186802","","","186804","","1257","","","","1159213","","","",""
"215200","1257","species","Peptostreptococcus russellii","1","131567","2","1783272","","1239","","186801","","186802","","","186804","","1257","","","","215200","","","",""
"341694","1257","species","Peptostreptococcus stomatis","1","131567","2","1783272","","1239","","186801","","186802","","","186804","","1257","","","","341694","","","",""
"28123","836","species","Porphyromonas asaccharolytica","1","131567","2","1783270","68336","976","","200643","","171549","","","171551","","836","","","","28123","","","",""
"501496","836","species","Porphyromonas bennonis","1","131567","2","1783270","68336","976","","200643","","171549","","","171551","","836","","","","501496","","","",""
"41976","836","species","Porphyromonas catoniae","1","131567","2","1783270","68336","976","","200643","","171549","","","171551","","836","","","","41976","","","",""
"28124","836","species","Porphyromonas endodontalis","1","131567","2","1783270","68336","976","","200643","","171549","","","171551","","836","","","","28124","","","",""
"322095","836","species","Porphyromonas somerae","1","131567","2","1783270","68336","976","","200643","","171549","","","171551","","836","","","","322095","","","",""
"281920","836","species","Porphyromonas uenonis","1","131567","2","1783270","68336","976","","200643","","171549","","","171551","","836","","","","281920","","","",""
"419005","838","species","Prevotella amnii","1","131567","2","1783270","68336","976","","200643","","171549","","","171552","","838","","","","419005","","","",""
"242750","838","species","Prevotella bergensis","1","131567","2","1783270","68336","976","","200643","","171549","","","171552","","838","","","","242750","","","",""
"28125","838","species","Prevotella bivia","1","131567","2","1783270","68336","976","","200643","","171549","","","171552","","838","","","","28125","","","",""
"28127","838","species","Prevotella buccalis","1","131567","2","1783270","68336","976","","200643","","171549","","","171552","","838","","","","28127","","","",""
"28130","838","species","Prevotella disiens","1","131567","2","1783270","68336","976","","200643","","171549","","","171552","","838","","","","28130","","","",""
"838_5","838","species","Prevotella genogroup 5","1","131567","2","1783270","68336","976","","200643","","171549","","","171552","","838","","","","838_5","","","",""
"28132","838","species","Prevotella melaninogenica","1","131567","2","1783270","68336","976","","200643","","171549","","","171552","","838","","","","28132","","","",""
"589437","838","species","Prevotella scopos","1","131567","2","1783270","68336","976","","200643","","171549","","","171552","","838","","","","589437","","","",""
"386414","838","species","Prevotella timonensis","1","131567","2","1783270","68336","976","","200643","","171549","","","171552","","838","","","","386414","","","",""
"1190415","136849","species","Pseudomonas asturiensis","1","131567","2","","","1224","","1236","","72274","","","135621","","286","","136849","","1190415","","","",""
"294","136843","species","Pseudomonas fluorescens","1","131567","2","","","1224","","1236","","72274","","","135621","","286","","136843","","294","","","",""
"296","136842","species","Pseudomonas fragi","1","131567","2","","","1224","","1236","","72274","","","135621","","286","","136842","","296","","","",""
"78544","136843","species","Pseudomonas gessardii","1","131567","2","","","1224","","1236","","72274","","","135621","","286","","136843","","78544","","","",""
"86185","136842","species","Pseudomonas lundensis","1","131567","2","","","1224","","1236","","72274","","","135621","","286","","136842","","86185","","","",""
"122355","286","species","Pseudomonas psychrophila","1","131567","2","","","1224","","1236","","72274","","","135621","","286","","","","122355","","","",""
"303","136845","species","Pseudomonas putida","1","131567","2","","","1224","","1236","","72274","","","135621","","286","","136845","","303","","","",""
"180588","497","species","Psychrobacter faecalis","1","131567","2","","","1224","","1236","","72274","","","468","","497","","","","180588","","","",""
"228654","497","species","Psychrobacter pulmonis","1","131567","2","","","1224","","1236","","72274","","","468","","497","","","","228654","","","",""
"1833","1827","species","Rhodococcus erythropolis","1","131567","2","1783272","","201174","","1760","","85007","","","85025","","1827","","","","1833","","","",""
"334542","1827","species","Rhodococcus qingshengii","1","131567","2","1783272","","201174","","1760","","85007","","","85025","","1827","","","","334542","","","",""
"172042","32207","species","Rothia aeria","1","131567","2","1783272","","201174","","1760","","85006","","","1268","","32207","","","","172042","","","",""
"2047","32207","species","Rothia dentocariosa","1","131567","2","1783272","","201174","","1760","","85006","","","1268","","32207","","","","2047","","","",""
"1324766","32207","species","Rothia endophytica","1","131567","2","1783272","","201174","","1760","","85006","","","1268","","32207","","","","1324766","","","",""
"43675","32207","species","Rothia mucilaginosa","1","131567","2","1783272","","201174","","1760","","85006","","","1268","","32207","","","","43675","","","",""
"85336","32207","species","Rothia nasimurium","1","131567","2","1783272","","201174","","1760","","85006","","","1268","","32207","","","","85336","","","",""
"396015","32207","species","Rothia terrae","1","131567","2","1783272","","201174","","1760","","85006","","","1268","","32207","","","","396015","","","",""
"1168039","1618113","species","Saccharicrinis carchari","1","131567","2","1783270","68336","976","","200643","","171549","","","558415","","1618113","","","","1168039","","","",""
"982","1618113","species","Saccharicrinis fermentans","1","131567","2","1783270","68336","976","","200643","","171549","","","558415","","1618113","","","","982","","","",""
"187101","168808","species","Sneathia amnii","1","131567","2","","","32066","","203490","","203491","","","1129771","","168808","","","","187101","","","",""
"40543","168808","species","Sneathia sanguinegens","1","131567","2","","","32066","","203490","","203491","","","1129771","","168808","","","","40543","","","",""
"493780","28453","species","Sphingobacterium anhuiense","1","131567","2","1783270","68336","976","","117747","","200666","","","84566","","28453","","","","493780","","","",""
"34087","28453","species","Sphingobacterium faecium","1","131567","2","1783270","68336","976","","117747","","200666","","","84566","","28453","","","","34087","","","",""
"470446","28453","species","Sphingobacterium kitahiroshimense","1","131567","2","1783270","68336","976","","117747","","200666","","","84566","","28453","","","","470446","","","",""
"586733","1279","species","Staphylococcus devriesei","1","131567","2","1783272","","1239","","91061","","1385","","","90964","","1279","","","","586733","","","",""
"1282","1279","species","Staphylococcus epidermidis","1","131567","2","1783272","","1239","","91061","","1385","","","90964","","1279","","","","1282","","","",""
"1283","1279","species","Staphylococcus haemolyticus","1","131567","2","1783272","","1239","","91061","","1385","","","90964","","1279","","","","1283","","","",""
"128780","40323","species","Stenotrophomonas acidaminiphila","1","131567","2","","","1224","","1236","","135614","","","32033","","40323","","","","128780","","","",""
"517011","40323","species","Stenotrophomonas chelatiphaga","1","131567","2","","","1224","","1236","","135614","","","32033","","40323","","","","517011","","","",""
"266128","40323","species","Stenotrophomonas koreensis","1","131567","2","","","1224","","1236","","135614","","","32033","","40323","","","","266128","","","",""
"40324","995085","species","Stenotrophomonas maltophilia","1","131567","2","","","1224","","1236","","135614","","","32033","","40323","995085","","","40324","","","",""
"216778","40323","species","Stenotrophomonas rhizophila","1","131567","2","","","1224","","1236","","135614","","","32033","","40323","","","","216778","","","",""
"796942","1213720","species","Stomatobaculum longum","1","131567","2","1783272","","1239","","186801","","186802","","","186803","","1213720","","","","796942","","","",""
"1384509","34104","species","Streptobacillus felis","1","131567","2","","","32066","","203490","","203491","","","1129771","","34104","","","","1384509","","","",""
"1162717","34104","species","Streptobacillus hongkongensis","1","131567","2","","","32066","","203490","","203491","","","1129771","","34104","","","","1162717","","","",""
"34105","34104","species","Streptobacillus moniliformis","1","131567","2","","","32066","","203490","","203491","","","1129771","","34104","","","","34105","","","",""
"1311","1301","species","Streptococcus agalactiae","1","131567","2","1783272","","1239","","91061","","186826","","","1300","","1301","","","","1311","","","",""
"1328","671232","species","Streptococcus anginosus","1","131567","2","1783272","","1239","","91061","","186826","","","1300","","1301","","671232","","1328","","","",""
"45634","1301","species","Streptococcus cristatus","1","131567","2","1783272","","1239","","91061","","186826","","","1300","","1301","","","","45634","","","",""
"1458253","1301","species","Streptococcus dentisani","1","131567","2","1783272","","1239","","91061","","186826","","","1300","","1301","","","","1458253","","","",""
"1334","119603","species","Streptococcus dysgalactiae","1","131567","2","1783272","","1239","","91061","","186826","","","1300","","1301","","119603","","1334","","","",""
"1302","1301","species","Streptococcus gordonii","1","131567","2","1783272","","1239","","91061","","186826","","","1300","","1301","","","","1302","","","",""
"28037","1301","species","Streptococcus mitis","1","131567","2","1783272","","1239","","91061","","186826","","","1300","","1301","","","","28037","","","",""
"1303","1301","species","Streptococcus oralis","1","131567","2","1783272","","1239","","91061","","186826","","","1300","","1301","","","","1303","","","",""
"1318","1301","species","Streptococcus parasanguinis","1","131567","2","1783272","","1239","","91061","","186826","","","1300","","1301","","","","1318","","","",""
"1313","1301","species","Streptococcus pneumoniae","1","131567","2","1783272","","1239","","91061","","186826","","","1300","","1301","","","","1313","","","",""
"257758","1301","species","Streptococcus pseudopneumoniae","1","131567","2","1783272","","1239","","91061","","186826","","","1300","","1301","","","","257758","","","",""
"1077464","1301","species","Streptococcus tigurinus","1","131567","2","1783272","","1239","","91061","","186826","","","1300","","1301","","","","1077464","","","",""
"28112","195950","species","Tannerella forsythia","1","131567","2","1783270","68336","976","","200643","","171549","","","171551","","195950","","","","28112","","","",""
"217202","217201","species","Terrahaemophilus aromaticivorans","1","131567","2","","","1224","","1236","","135625","","","712","","217201","","","","217202","","","",""
"43143","41273","species","Tissierella creatinini","1","131567","2","1783272","","1239","","1737404","","1737405","","","1737406","","41273","","","","43143","","","",""
"79681","41273","species","Tissierella creatinophila","1","131567","2","1783272","","1239","","1737404","","1737405","","","1737406","","41273","","","","79681","","","",""
